t	x	y
9.48	85.2354	-78.3799
9.49	85.2864	-78.4474
9.5	85.3402	-78.517
9.51	85.3979	-78.5896
9.52	85.4608	-78.6659
9.53	85.5302	-78.7467
9.54	85.6071	-78.8327
9.55	85.6929	-78.9245
9.56	85.7884	-79.0225
9.57	85.8946	-79.1272
9.58	86.0121	-79.2389
9.59	86.1408	-79.3573
9.6	86.2804	-79.4824
9.61	86.4294	-79.6132
9.62	86.586	-79.7486
9.63	86.7474	-79.8868
9.64	86.9105	-80.0251
9.65	87.0723	-80.1606
9.66	87.2299	-80.2907
9.67	87.3808	-80.4131
9.68	87.5228	-80.5262
9.69	87.6542	-80.6292
9.7	87.7745	-80.722
9.71	87.8835	-80.805
9.72	87.9818	-80.8792
9.73	88.0703	-80.9457
9.74	88.1504	-81.0056
9.75	88.2234	-81.0602
9.76	88.2907	-81.1107
9.77	88.3539	-81.1582
9.78	88.4143	-81.2038
9.79	88.4731	-81.2483
9.8	88.5316	-81.2927
9.81	88.5909	-81.3377
9.82	88.6522	-81.3843
9.83	88.7164	-81.433
9.84	88.7846	-81.4849
9.85	88.8577	-81.5405
9.86	88.9367	-81.6007
9.87	89.0223	-81.6664
9.88	89.1156	-81.7383
9.89	89.217	-81.8171
9.9	89.3273	-81.9036
9.91	89.4466	-81.9984
9.92	89.575	-82.1017
9.93	89.7121	-82.2137
9.94	89.8569	-82.334
9.95	90.0083	-82.4617
9.96	90.1645	-82.5954
9.97	90.3234	-82.7332
9.98	90.4825	-82.8726
9.99	90.6389	-83.0112
